problem_id,experiment_id,subtract_lim,rotate_lim,scale_factor,is_subtract,is_rotate,is_scale,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,limo.avg_length_norm,limo.length_mean,limo.ratio_mean,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7452418602371503,0.7655190443362505,0.8244834337006295,0.8972083352501244,0.7314817336838842,0.7576931136141069,0.8161961912559116,0.8953774211233756,-64.61710620867473,-59.473981204841294,-44.51819524395111,-26.072179380381016,-68.32235071685253,-61.653072246772325,-46.76742650097023,-26.620388344438283,0.436209483850028,0.48952966157869104,4,0.1,0.1,1.0,0.254,0.24400000000000005,1.0409836065573768,0.441,0.354,1.2457627118644068,0.05042131353629209,1233.6508060593344,-0.28673717997144893,0.22401616634023339,-0.7812595714393898,0.08720853323252586,0.33126561166307356,1.569245817289443,0.4146386131697235,,,,0.8372052531141577,0.9148812501378394,0.6072393368927969,0.1257296591648423,-0.5798613022976599,0.9,0.9,0.9090909090909091,0.9090909090909091,0.11339214974162581,0.1133926735918425,0.4013505866726174,0.11255611742626594
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7379769159684539,0.7937385180783125,0.8095993310058581,0.8805093063466741,0.7625030434276207,0.7903400562814092,0.8040673932274282,0.8777159323621158,-66.44653582746145,-52.30592945270675,-48.28377973128778,-30.301691494967827,-60.378882701351074,-53.30187523939367,-49.81197255083856,-31.088294699480684,0.31344284372166,0.03395194916411226,2,0.1,0.1,1.0,0.251,0.244,1.028688524590164,0.43499999999999994,0.33399999999999996,1.3023952095808382,0.06421622077775069,1237.850008259214,-0.37848565577196597,0.3167981379478534,-0.8370149122341409,0.11079856140330924,0.3615012708292371,1.3568784444942452,0.45749901659561754,,,,0.8464970746965627,0.9168920804315152,0.5940905778968303,0.12393020317788932,-0.5802819549152647,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11679038808929522,0.11679131466684178,0.429575958655092,0.11727505579247864
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7628347199023868,0.7809650807695748,0.8231684515580925,0.8780784219618195,0.7700402701123487,0.774873166491172,0.8173802346656833,0.8752888615312495,-60.15169366451744,-55.55333123785286,-44.84938574365526,-30.922694123814097,-58.51643342641671,-57.28663610778901,-46.47012477251664,-31.7344738372436,0.3451647995742472,-0.030406007162170123,1,0.1,0.10200000000000001,0.9803921568627451,0.26000000000000006,0.23399999999999999,1.1111111111111114,0.41200000000000003,0.33699999999999997,1.222551928783383,0.06281959044585139,1238.8614791909367,-0.33305403240917636,0.40695561367831756,-1.2218906666121634,0.1230981195301335,0.38794103286812376,2.4328220205283193,0.4563961404411224,,,,0.8394930832477434,0.9165217410801754,0.5900885011533288,0.12597110455516394,-0.586202403014705,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11695045757218434,0.11695307554987809,0.4376400586104683,0.12056541935179169
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7503452430431254,0.7836751097872653,0.8419114145959989,0.9024079023176634,0.7460902191273234,0.7769648885182349,0.8367737636980616,0.8998501217298794,-63.34404335490049,-54.88737082925522,-40.11127338332972,-24.76170749573768,-64.6416475493707,-56.781416682677815,-41.55496807399919,-25.496667009042227,0.39002592020790616,0.21754296644206406,2,0.1,0.098,1.0204081632653061,0.259,0.244,1.0614754098360657,0.40700000000000003,0.33799999999999997,1.2041420118343198,0.0897540557929426,1238.7233220807705,-0.30888815341399484,0.46316536425435817,-1.4994597854764264,0.1511487439630772,0.36231835885444785,1.315091566126166,0.44510078600811775,,,,0.8696865237708874,0.9140899101054386,0.6007260014547711,0.126398207316847,-0.5569654197230072,0.9,0.9,0.8181818181818182,0.9090909090909091,0.12216116542174522,0.1221598977041876,0.4331187682105356,0.130567983374861
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7459602458084452,0.8133432565478774,0.8154046136695278,0.8900852692831316,0.7335228147637877,0.7996300604365589,0.80652984868436,0.8886686785433909,-64.45787896409075,-47.36068894239321,-46.83765778031406,-27.888825634653585,-67.84255232412437,-51.0122774561907,-49.2556571105807,-28.34389366030993,0.27057200548337135,0.06645505852875955,1,0.1,0.097,1.0309278350515465,0.25,0.24099999999999996,1.037344398340249,0.42400000000000004,0.347,1.2219020172910664,0.06075783460802742,1238.4807844128443,-0.343912804273274,0.3286259734233874,-0.9555502712898715,0.10259553712134806,0.391263452882456,1.8184730590171356,0.43291463929357166,,,,0.836842301447246,0.9123494108101176,0.573656844269828,0.1318274533616186,-0.5787082343420207,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11799671974973716,0.11799669841474873,0.43814528766904637,0.11813880234620117
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7353583835247735,0.7949985621691542,0.8139263148898753,0.8838291939225937,0.7297123284850695,0.7917191460323667,0.8108042619056444,0.8815755139539385,-67.12626132991713,-51.998549102462505,-47.19753068199756,-29.46668778524895,-68.75021081238134,-52.97819370820474,-48.12371502513213,-30.122381592106393,0.44785481859018234,0.3711743029621095,2,0.1,0.101,0.9900990099009901,0.253,0.23200000000000004,1.0905172413793103,0.43,0.32799999999999996,1.3109756097560976,0.06802055559752185,1233.3623471980661,-0.5111800630359659,0.26915681180656303,-0.5265401201447591,0.13980514241679454,0.4071404591064123,1.899505817685592,0.49733809220295133,,,,0.8782902619424909,0.9085304791428807,0.5538584517617281,0.1360295464782922,-0.575204327076148,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11722411063947318,0.1172261613223218,0.44149929992805903,0.11469606669218126
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7627661611927055,0.7956216429456177,0.8359467917890425,0.8936466932131594,0.7513889095805858,0.7900618437409294,0.8308445054260027,0.8904837367620059,-60.15619098962344,-51.82491478838239,-41.599529709651904,-26.968369553064264,-63.17149860107469,-53.34479617163706,-42.98201689561836,-27.827827223083602,0.34945792523888536,-0.044204918314432184,2,0.1,0.101,0.9900990099009901,0.26,0.23500000000000001,1.1063829787234043,0.438,0.357,1.226890756302521,0.06198848556977565,1241.8701639075102,-0.31846213005995283,0.3306027273616767,-1.0381225777125784,0.1119326993164983,0.34610441807562076,1.9461009786617542,0.42207242881078977,,,,0.8607711463018329,0.9158603612907261,0.6042458694658702,0.12674365804888008,-0.6051150672879535,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11781454405986845,0.11781521198223407,0.42584863577663085,0.1141837975922806
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7674739640186965,0.8154475890571307,0.8394751656762697,0.887267850522608,0.7585792722313955,0.8108359718565347,0.8370081033685524,0.8852672878874952,-58.9577902833407,-46.79390974320606,-40.701633592925845,-28.58363107180267,-61.31977208494635,-48.046806915210226,-41.399203976856114,-29.141589549716684,0.3968040082281783,0.19244756731918367,1,0.1,0.1,1.0,0.254,0.242,1.0495867768595042,0.438,0.33299999999999996,1.3153153153153154,0.06593164697823695,1235.9126294647665,-0.36089912991370715,0.2873299434288443,-0.7961502802668059,0.12665443936419563,0.4102752181727578,1.4847760446096387,0.4562932508152535,,,,0.8591432446407484,0.9121764740116513,0.5899027462402473,0.1261425479588062,-0.583579421058976,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11572268023486275,0.11571815725593308,0.435775138253703,0.12023768331011085
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.772585348094161,0.8137871752118038,0.8461826650388641,0.8886118993503401,0.7711986309694469,0.8095098676006606,0.8437590319215991,0.8880697014431891,-57.68316707843607,-47.23242497520573,-39.01538866456457,-28.253317745702446,-58.17975144481272,-48.43794686474584,-39.72904850531921,-28.461704476555582,0.4237063510773523,0.04341276646538539,1,0.1,0.10200000000000001,0.9803921568627451,0.255,0.227,1.1233480176211454,0.40700000000000003,0.339,1.2005899705014749,0.0698785600471582,1239.6153242504404,-0.4101327294388066,0.2940460539743465,-0.7169533979321672,0.09932944610550987,0.37377623584167885,1.5885072409162404,0.4151309577973433,,,,0.8104658733066504,0.9134070737394179,0.5718565260672664,0.12762795367296212,-0.5753603702056509,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11586131954425585,0.11586557658696366,0.43674630097857275,0.11835196950750032
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7992072918536617,0.8407901654919642,0.8518600082983578,0.8813995373766994,0.7971245822984978,0.8351747874323624,0.848549932033478,0.8804316237448918,-50.92625406680048,-40.37975560437377,-37.572155505534084,-30.080162510644556,-51.574239541412624,-41.90125689813752,-38.50107702728735,-30.396231088144503,0.4267392556577982,0.12505960609229616,1,0.1,0.099,1.0101010101010102,0.253,0.23700000000000002,1.0675105485232066,0.422,0.336,1.255952380952381,0.052592883107558386,1240.0411147832597,-0.3082334167842823,0.36273995042265395,-1.1768352510478062,0.08722118240067567,0.3711519550408796,1.4941370229453104,0.4097511509441064,,,,0.8360309827881401,0.9100639748998124,0.5760254165239131,0.13122744287648935,-0.5856559358908227,0.9,0.9,0.8181818181818182,0.9090909090909091,0.1177430616071043,0.11774679663292971,0.429916055116935,0.11673671471364398
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7371071465861524,0.7915945908335005,0.8458487063421635,0.8911253906551095,0.7415546459804778,0.7880730883364283,0.8439129700571912,0.8898466377538599,-66.69117078644189,-52.86868986758549,-39.105400237343275,-27.619522827792338,-65.75445088097644,-53.91908767795738,-39.71213559813751,-28.025552537659877,0.4002804056009795,-0.05220606002138828,2,0.1,0.099,1.0101010101010102,0.25,0.23400000000000004,1.0683760683760681,0.40800000000000003,0.345,1.1826086956521742,0.06572636792167108,1235.4024314458045,-0.561405063807237,0.2645987930608103,-0.4713152946402038,0.09709967913820072,0.380914983737897,2.375712607646122,0.4246540059491306,,,,0.8573578130406946,0.9168666657333369,0.5703575336751456,0.12675734824773555,-0.5847517896042809,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11402391707711503,0.11402331130582587,0.43510381352642513,0.11590527095716767
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.8164401035244739,0.8381000278703404,0.8706566308186029,0.898942586073465,0.8131895636041034,0.829925194317698,0.8667421755678382,0.8966277527228383,-46.56257182603426,-41.0682247357081,-32.80978053140848,-25.634646700375214,-47.51908244053226,-43.26203004604906,-33.8968725045865,-26.29486036859572,0.4204619328693072,-0.06662966504412715,1,0.1,0.1,1.0,0.25699999999999995,0.24499999999999997,1.0489795918367346,0.437,0.361,1.2105263157894737,0.07070722109440553,1241.3023296554272,-0.33167155387068487,0.46166730439837794,-1.3919412111488374,0.11406640732598183,0.35251329543709886,1.582489517813427,0.41738894474760957,,,,0.8213141080093516,0.9091564415933749,0.5872667708693576,0.13218996078511697,-0.5844300611273385,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11438518429984627,0.11438456624604042,0.4508004952618697,0.11630654606126302
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7724783406381673,0.8170187985498324,0.837812840434627,0.8796453011216196,0.7347932614676038,0.8049908901031959,0.8344100897943085,0.8800924748195134,-57.71037496678608,-46.41278451107169,-41.138420929105564,-30.52770809059561,-67.46377536734894,-49.60677416217911,-42.12306431969347,-30.502295636967517,0.4260643764330942,0.21555231342548042,1,0.1,0.10300000000000001,0.970873786407767,0.25599999999999995,0.23399999999999999,1.094017094017094,0.41500000000000004,0.346,1.1994219653179192,0.07337667249316737,1239.9113579927598,-0.4046158797463138,0.2474557091063084,-0.6115818026258838,0.09506593635461313,0.408662849140503,2.0724487737922668,0.46752666353110395,,,,0.8246756275933664,0.9131913157986519,0.5625422414105363,0.12789906917960772,-0.578951101728527,0.9,0.9,0.9090909090909091,0.9090909090909091,0.11458105485734671,0.11458195102751569,0.4302658322909168,0.12152253267900247
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.75830029364503,0.802684421657028,0.8257703565112628,0.8817312010802619,0.7602276151716747,0.8048401701020973,0.8244820577941588,0.8793579102563327,-61.29638685579812,-50.040325680096345,-44.185604484553494,-29.993623744449366,-60.972523940886475,-49.62784771594548,-44.63304621532268,-30.678481637662514,0.3972287980679282,-0.06886703829595797,1,0.1,0.10600000000000001,0.9433962264150942,0.25200000000000006,0.223,1.1300448430493275,0.42699999999999994,0.312,1.3685897435897434,0.06845075176221238,1236.7186905815422,-0.3068027182102819,0.41283019607927846,-1.3455884566065859,0.13150234394226856,0.4117348514511403,2.0881083643102736,0.48748457098753994,,,,0.8911322454929326,0.9208938781683433,0.6063108323669487,0.12169992322348332,-0.5808911920888156,0.9,0.9,0.8181818181818182,0.9090909090909091,0.1179575190333115,0.11795571635526407,0.42951532344863613,0.11973912290669717
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.676154500055313,0.7296077684772169,0.8036978470466927,0.8823218279341936,0.6785544009395901,0.724435404317392,0.7962314903617657,0.8805752640041996,-82.1182188122722,-68.56395545752201,-49.77677056588132,-29.839914047836544,-81.70755616506887,-70.0451639240199,-51.795473307473856,-30.3563133307716,0.29121669818728685,-0.04969809536033498,1,0.1,0.1,1.0,0.258,0.24,1.0750000000000002,0.40800000000000003,0.335,1.217910447761194,0.08230110934189494,1230.8475222969946,-0.35440829213685515,0.3785547652762767,-1.0681317950938274,0.10375662053796841,0.42527334482545953,2.0441821198996886,0.46304776404236714,,,,0.9106920861364468,0.9183129162601126,0.6232712871329154,0.12517283131037243,-0.5897774415688264,0.9,0.9,0.9090909090909091,0.9090909090909091,0.11244176565351188,0.11244247897102021,0.42231689032138203,0.12322720052017751
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7294446579797604,0.7930513662871647,0.8463699094672539,0.9068692117522617,0.7211980506609231,0.7901422823035289,0.8385907290085598,0.9049044860800063,-68.63972220622904,-52.502739820029234,-38.97585853579878,-23.627223127213995,-70.94486350799878,-53.40108694853208,-41.07273541866991,-24.198318093794455,0.4232175231157866,0.1981358609282351,2,0.1,0.10300000000000001,0.970873786407767,0.25,0.254,0.984251968503937,0.461,0.366,1.2595628415300548,0.04751580550080081,1243.9318501369785,-0.42918521477486654,0.24261068268805452,-0.5652820142355519,0.11917491459051288,0.33684920323516687,1.6071321081602048,0.39186392246233115,,,,0.8429136157482632,0.91318474266482,0.5771082381237855,0.12792753283575328,-0.56921532275707,0.9,0.9,0.8181818181818182,0.9090909090909091,0.1182945823162664,0.11829477161068544,0.43908251905064083,0.113622761838332
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.8176770156612965,0.8345689480944861,0.8475335720979005,0.8894089843653495,0.8059324619019891,0.8258745354044404,0.8427803840409602,0.8887017131777502,-46.25022385849854,-41.965214706902486,-38.676453475980196,-28.053836702998268,-49.37993224946166,-44.30572845362897,-40.00408342596137,-28.319532038316623,0.47900798126917454,0.15028884402342468,2,0.1,0.10300000000000001,0.970873786407767,0.25,0.246,1.016260162601626,0.41500000000000004,0.34099999999999997,1.2170087976539592,0.05870024326702539,1234.0695837700273,-0.34179224816340603,0.26181254451080194,-0.7659990708321538,0.09668358292037615,0.37822648343352705,1.7499851115976166,0.4401926238558097,,,,0.8258638264673924,0.9139900760301671,0.5958100474447195,0.1238856137673097,-0.543730144504451,0.9,0.9,0.8181818181818182,0.9090909090909091,0.1149041118318783,0.11490112610535519,0.4480258556752362,0.11562336959291203
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7727373818901553,0.8096673690642872,0.848887288345859,0.8804347087948509,0.7582314750188668,0.797506962127046,0.8450786147947165,0.8774719028146193,-57.62946566716744,-48.264725237608985,-38.31930169851216,-30.319477535727344,-61.46740312943814,-51.48197512812203,-39.38732404694633,-31.15163127609145,0.5012416994626528,0.1984661101363745,1,0.1,0.101,0.9900990099009901,0.258,0.24699999999999997,1.0445344129554657,0.4149999999999999,0.303,1.3696369636963694,0.0738143929212366,1235.6346284817143,-0.41622857516112627,0.3285528894321618,-0.7893568799426509,0.14536640878052687,0.39252177889965245,1.521523495225582,0.4925727238127455,,,,0.8455073020348554,0.9171156658037678,0.597492170088006,0.12374815738974423,-0.5628178249918271,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11543800945662815,0.11543733410341912,0.43995031367889503,0.1209528440296689
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.8591517472308098,0.8349511022560779,0.8396121335541136,0.8904743602276974,0.8519927085414609,0.826867835211784,0.8366578952614392,0.88864885729567,-35.71753256288574,-41.85454390618088,-40.67255879886804,-27.77447024102409,-37.61502440566596,-44.00033633301655,-41.51226061680177,-28.299118976820637,0.35738262960057327,0.10874678180928177,1,0.1,0.101,0.9900990099009901,0.255,0.24699999999999997,1.0323886639676114,0.43499999999999994,0.34800000000000003,1.2499999999999998,0.0627793104657981,1243.1273636608905,-0.352940427253803,0.2918040127047775,-0.8267797910692116,0.1160384671205833,0.38904154847398564,2.2435572790925193,0.463112515600246,,,,0.8459680392197109,0.9118506541273533,0.5854020328248561,0.12930013616905275,-0.5636874534445585,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11357649793407741,0.11357582502603046,0.45032909204591964,0.11833992644938647
3,0,0.0,0.0,4.0,0.0,0.0,1.0,0.7836028410576646,0.8370013457954231,0.8505261877634352,0.8792592188481115,0.7881288162417673,0.8361721600277373,0.8493203057830806,0.8775610119823217,-54.878449151915476,-41.33655635922736,-37.90664833336908,-30.619934436256415,-53.84891720621454,-41.63828055450011,-38.2965641415563,-31.118941290761825,0.4556547593372382,0.2310419205322627,1,0.1,0.101,0.9900990099009901,0.251,0.246,1.0203252032520325,0.437,0.31700000000000006,1.3785488958990533,0.05454860365901992,1234.5044736981242,-0.3833388544756673,0.256463649797112,-0.669025972198681,0.10648123243719587,0.3829957912706218,1.81040958045565,0.4478234462315245,,,,0.8424674217415435,0.9141045071453759,0.5564475542929149,0.13260622863004864,-0.5825310581575684,0.9,0.9,0.9090909090909091,0.9090909090909091,0.11527293999661421,0.1152737595021169,0.43838781407913613,0.11768288204090273
